506,68.2,63.0,37.6,12.84,63.0,424,6.68,+0.383,-0.073,0.543,-0.600,0
508,82.7,64.6,38.5,13.76,64.6,187,3.18,-0.012,+0.158,0.587,-0.600,1
509,95.5,63.9,39.6,12.13,63.9,181,3.13,-0.051,+0.151,0.553,-0.600,1
510,100.3,62.0,41.8,12.13,62.0,421,6.47,+0.576,+0.068,0.524,-0.600,1
512,54.3,36.7,36.7,6.30,36.7,30,0.87,-0.627,-0.623,0.543,+0.000,0
513,66.9,64.8,41.4,13.32,64.8,436,6.70,+0.501,-0.170,0.478,-0.600,0
518,77.7,64.0,43.6,11.53,64.0,184,3.06,+0.259,+0.361,0.496,-0.600,1
519,99.6,99.8,42.5,11.06,99.8,2650,26.98,-0.078,+0.906,0.067,-0.600,0
521,75.8,65.9,41.5,13.84,65.9,527,7.78,+0.509,+0.189,0.372,-0.600,0
522,99.9,64.5,40.9,11.35,64.5,180,3.11,+0.161,+0.312,0.528,-0.600,1
524,98.8,64.6,41.6,10.01,64.6,182,3.14,+0.064,+0.256,0.588,-0.600,1
525,63.5,65.7,42.6,17.90,65.7,782,10.33,+0.251,+0.683,0.288,-0.600,0
526,101.1,65.8,41.9,14.75,65.8,616,9.21,+0.023,+0.368,0.537,-0.600,0
528,101.4,65.2,42.9,11.97,65.2,422,6.54,+0.487,-0.097,0.512,-0.600,0
529,95.3,97.0,34.9,12.23,97.0,2448,25.71,+0.088,+0.889,0.062,-0.600,0
531,72.5,63.1,39.0,13.44,63.1,184,3.15,+0.153,+0.196,0.577,-0.600,1
532,64.7,62.4,43.4,10.00,62.4,410,6.67,+0.406,-0.233,0.555,-0.600,0
534,66.8,65.6,40.7,12.50,65.6,188,3.32,+0.302,-0.023,0.588,-0.600,0
535,92.5,58.9,38.6,11.11,58.9,169,3.17,+0.145,+0.172,0.596,-0.600,1
539,78.0,64.2,42.0,10.86,64.2,181,3.16,+0.194,+0.149,0.568,-0.600,1
540,97.6,62.5,41.7,9.02,62.5,176,3.11,-0.125,+0.320,0.544,-0.600,0
541,63.8,62.7,38.9,12.81,62.7,411,6.68,+0.531,-0.242,0.460,-0.600,0
542,92.5,94.8,42.8,11.64,94.8,2474,26.97,-0.039,+0.838,0.097,-0.600,0
544,64.8,64.8,42.0,11.73,64.8,457,7.14,+0.526,-0.035,0.395,-0.600,0
545,77.3,63.4,42.6,9.89,63.4,182,3.13,+0.110,+0.139,0.559,-0.600,1
547,98.2,64.0,42.7,11.11,64.0,184,3.14,-0.017,+0.242,0.534,-0.600,1
548,68.2,61.9,39.8,12.26,61.9,388,6.40,+0.480,+0.011,0.579,-0.600,0
550,70.6,63.9,39.7,13.10,63.9,432,6.71,+0.435,-0.094,0.528,-0.600,0
551,103.2,64.5,42.2,12.03,64.5,398,6.08,-0.510,+0.539,0.376,-0.600,0
553,65.3,65.3,37.0,13.63,65.3,446,6.86,+0.535,-0.130,0.434,-0.600,0
555,73.0,63.4,39.7,11.41,63.4,179,3.13,+0.158,+0.158,0.531,-0.600,1
558,101.4,63.6,43.7,10.25,63.6,181,3.15,+0.153,+0.170,0.588,-0.600,1
561,76.8,63.9,43.0,11.09,63.9,172,2.95,+0.320,+0.240,0.581,-0.600,0
563,97.3,97.8,46.6,15.40,97.8,2602,27.21,-0.181,+0.807,0.116,-0.600,0
